PaymentID,ReportID,PaymentMethod,PaymentDate,TotalAmount,CompanyPaidAmount,EmployeeDueAmount,PaymentStatus,CompanyCode,PostingDate,Currency,ItemNumber,CostCenter,GLAccount,JournalName,DocumentType,PostingKey,ProfitCenter,Amount,JournalLineDescription,DebitAmount,CreditAmount,FiscalYear,PostedDate,ExchangeRate,ExchangeRateType,ExchangeRateDate,JournalSource,JournalCategory,PrimaryLedger
PAY-6399,c172dd82-f883-4b3e-a6a5-191d2ee48f4f,BankTransfer,2025-03-09T00:00:00,82.94,81.49,1.45,PAID,C002,2025-01-01,EUR,ITEM-6399,CC200,600000,JNL-PERFORMANCE,DR,40,PC01,2605.66,Amount pass may difference wind manager follow.,2605.66,0.0,2025,2025-06-21,1.2422,B,2025-05-03,CONCUR,PURCHASE,APAC_LEDGER
PAY-6400,c181d8af-e96c-4a99-9e9e-ece1e3fe5844,CorporateCardSettlement,2024-04-11T00:00:00,868.52,841.86,26.66,PAID,C002,2025-08-14,INR,ITEM-6400,CC300,600000,JNL-OPPORTUNITY,DR,40,PC02,2103.25,Even reason back across.,0.0,2103.25,2025,2024-12-29,1.4452,M,2025-03-10,SAP,TRAVEL,CORP_LEDGER
PAY-6401,c19d9066-f30b-4fe6-b9ac-22de01931638,CorporateCardSettlement,2025-02-06T00:00:00,806.57,728.73,77.84,PAID,C003,2025-04-26,GBP,ITEM-6401,CC300,500000,JNL-HERSELF,SA,50,PC02,2165.45,Reach local share shoulder professor.,2165.45,0.0,2025,2024-10-20,0.8219,M,2025-06-15,WORKDAY,EXPENSE,APAC_LEDGER
PAY-6402,c19ec3ce-3a80-4f72-b88d-9daee6712bd2,BankTransfer,2025-05-03T00:00:00,531.38,438.91,92.47,PAID,C003,2025-01-11,GBP,ITEM-6402,CC100,600000,JNL-COVER,KR,40,PC02,4727.64,Office staff our night animal.,0.0,4727.64,2025,2025-05-29,0.9681,C,2025-02-21,CONCUR,TRAVEL,CORP_LEDGER
PAY-6403,c1a1cc23-7af3-417a-8beb-add10993b575,CorporateCardSettlement,2025-03-26T00:00:00,1018.63,915.73,102.9,PAID,C002,2025-05-25,EUR,ITEM-6403,CC100,400000,JNL-RESEARCH,DR,50,PC01,412.56,Scientist board feeling same try executive season.,412.56,0.0,2025,2024-10-03,0.7011,M,2025-01-01,CONCUR,PURCHASE,APAC_LEDGER
PAY-6404,c1a6d405-8d29-451e-abaa-c3d2b2e9a12e,CorporateCardSettlement,2023-11-02T00:00:00,728.11,671.24,56.87,PAID,C002,2025-01-06,EUR,ITEM-6404,CC300,500000,JNL-SELL,DR,50,PC01,3908.91,Detail yeah mind know scene major.,0.0,3908.91,2025,2025-03-19,1.2189,B,2024-11-03,WORKDAY,TRAVEL,APAC_LEDGER
PAY-6405,c1b6f5d9-9697-4f9c-9182-5d78d295b0f6,BankTransfer,2024-10-26T00:00:00,1466.6,1100.91,365.69,PAID,C002,2025-04-04,INR,ITEM-6405,CC300,500000,JNL-TRAVEL,SA,40,PC02,1607.99,Cause image edge next.,1607.99,0.0,2025,2025-01-07,1.4597,B,2025-06-28,SAP,EXPENSE,CORP_LEDGER
PAY-6406,c1c8f13f-5687-45c3-8da1-8cc6f1ad6fd0,BankTransfer,2024-10-12T00:00:00,552.13,518.79,33.34,PAID,C003,2024-10-26,EUR,ITEM-6406,CC200,500000,JNL-MAY,SA,50,PC02,1539.31,Should ask which.,0.0,1539.31,2025,2025-01-19,1.1925,M,2025-06-06,WORKDAY,PURCHASE,APAC_LEDGER
PAY-6407,c1ca2158-e171-454d-bf8e-99ccd15bdd67,ExpenseReimbursement,2024-09-24T00:00:00,670.6,666.1,4.5,PAID,C003,2025-08-08,USD,ITEM-6407,CC100,500000,JNL-RULE,KR,50,PC01,3502.83,Want current anything.,3502.83,0.0,2025,2024-09-22,1.1273,C,2025-07-21,CONCUR,PURCHASE,CORP_LEDGER
PAY-6408,c1eaaaa2-cffa-4838-a584-ae21a9f6c594,BankTransfer,2025-09-10T00:00:00,452.29,366.21,86.08,PAID,C002,2024-10-16,INR,ITEM-6408,CC300,400000,JNL-WOMAN,KR,50,PC02,4509.34,Five skill begin standard community after recognize.,0.0,4509.34,2025,2025-03-08,1.039,B,2024-11-11,SAP,PURCHASE,APAC_LEDGER
PAY-6409,c1f5ad12-bde1-4590-b46c-6a0033eab487,BankTransfer,2024-01-27T00:00:00,1333.86,1280.05,53.81,PAID,C002,2025-07-07,EUR,ITEM-6409,CC300,600000,JNL-FIGHT,SA,50,PC03,526.55,Indeed share provide focus technology board above.,526.55,0.0,2025,2025-05-21,1.2357,M,2024-12-31,CONCUR,EXPENSE,APAC_LEDGER
PAY-6410,c1f5f5ef-210b-4362-9275-3d7695f53372,BankTransfer,2024-06-15T00:00:00,1401.31,1117.06,284.25,PAID,C001,2025-02-18,USD,ITEM-6410,CC100,400000,JNL-MARRIAGE,DR,40,PC03,117.13,Heavy guess plant eight professor there from.,0.0,117.13,2025,2025-03-11,1.4594,C,2025-07-23,CONCUR,PURCHASE,CORP_LEDGER
PAY-6411,c1f75180-da60-42f1-a235-f070f4748e02,ExpenseReimbursement,2025-08-11T00:00:00,284.37,220.85,63.52,PAID,C002,2024-11-06,USD,ITEM-6411,CC100,600000,JNL-SCHOOL,KR,50,PC01,1691.43,Mouth her life sign among make public.,1691.43,0.0,2025,2025-02-01,1.0506,M,2025-04-27,CONCUR,TRAVEL,APAC_LEDGER
PAY-6412,c210ef0d-0345-4474-8318-174879fe602d,BankTransfer,2024-01-13T00:00:00,355.27,300.63,54.64,PAID,C002,2025-03-15,GBP,ITEM-6412,CC200,600000,JNL-THIS,DR,50,PC03,1723.49,Full within may every nice.,0.0,1723.49,2025,2024-10-30,1.2211,M,2025-04-06,CONCUR,PURCHASE,CORP_LEDGER
PAY-6413,c21b3ed1-daae-4e0e-b436-2ac3205b0c9d,CorporateCardSettlement,2025-07-22T00:00:00,696.45,576.74,119.71,PAID,C002,2025-08-30,INR,ITEM-6413,CC300,500000,JNL-THANK,SA,50,PC03,902.78,Southern area lot.,902.78,0.0,2025,2025-02-14,0.8474,M,2025-07-24,CONCUR,TRAVEL,CORP_LEDGER
PAY-6414,c21da420-d417-4383-8acc-d8c8941007df,ExpenseReimbursement,2025-09-04T00:00:00,1292.91,978.82,314.09,PAID,C002,2025-05-10,USD,ITEM-6414,CC200,500000,JNL-CHOOSE,DR,40,PC02,2212.36,Value player stuff memory human south.,0.0,2212.36,2025,2025-02-01,0.7046,C,2025-05-03,SAP,EXPENSE,CORP_LEDGER
PAY-6415,c227f65f-376c-4b76-bb5e-65f3b61685f6,CorporateCardSettlement,2024-12-04T00:00:00,1045.56,925.53,120.03,PAID,C002,2025-04-14,INR,ITEM-6415,CC300,500000,JNL-MAKE,SA,50,PC02,4173.56,Week pattern red produce prepare adult.,4173.56,0.0,2025,2025-05-11,1.3091,B,2024-12-16,WORKDAY,TRAVEL,APAC_LEDGER
PAY-6416,c229f3f7-1a8d-477d-b565-0dcc2d5bcc95,ExpenseReimbursement,2024-12-10T00:00:00,1103.52,939.3,164.22,PAID,C003,2025-03-01,USD,ITEM-6416,CC300,400000,JNL-CENTURY,KR,40,PC02,258.42,Activity away just account.,0.0,258.42,2025,2025-04-04,1.1209,B,2025-05-17,WORKDAY,EXPENSE,APAC_LEDGER
PAY-6417,c22cc5bc-bf68-46b0-a5b3-c8d5decfc291,CorporateCardSettlement,2025-05-12T00:00:00,563.26,445.07,118.19,PAID,C002,2025-02-04,EUR,ITEM-6417,CC200,600000,JNL-THESE,KR,50,PC03,3457.0,Young somebody senior report president cold far.,3457.0,0.0,2025,2025-06-20,1.3033,M,2025-07-22,WORKDAY,EXPENSE,CORP_LEDGER
PAY-6418,c22d5922-196d-4863-bc35-e2aa81bf0ac3,ExpenseReimbursement,2023-11-13T00:00:00,604.98,523.69,81.29,PAID,C002,2025-09-15,EUR,ITEM-6418,CC200,600000,JNL-QUALITY,KR,50,PC02,4886.19,Financial example skill station fire.,0.0,4886.19,2025,2025-06-11,1.4747,C,2025-04-30,SAP,PURCHASE,APAC_LEDGER
PAY-6419,c22f24fb-9440-4417-9bb6-712d8ecedf5d,ExpenseReimbursement,2023-10-06T00:00:00,549.88,421.72,128.16,PAID,C003,2024-12-12,GBP,ITEM-6419,CC300,400000,JNL-SIGN,KR,40,PC02,1032.38,Movement however half investment loss sign.,1032.38,0.0,2025,2025-04-22,0.7882,M,2025-03-11,CONCUR,EXPENSE,APAC_LEDGER
PAY-6420,c232471a-038a-4e2e-8e89-f4c424de4118,BankTransfer,2024-06-19T00:00:00,1157.12,998.18,158.94,PAID,C001,2025-05-04,INR,ITEM-6420,CC100,600000,JNL-NONE,SA,40,PC02,327.33,Great book audience language.,0.0,327.33,2025,2024-10-10,0.7612,B,2024-12-26,SAP,TRAVEL,APAC_LEDGER
PAY-6421,c2376d02-ed0e-446b-bc81-ec483dd33471,CorporateCardSettlement,2024-05-21T00:00:00,692.98,545.85,147.13,PAID,C003,2025-09-18,INR,ITEM-6421,CC100,500000,JNL-ACTION,KR,40,PC02,1036.28,Despite foot best suddenly next.,1036.28,0.0,2025,2025-01-03,1.1225,B,2025-01-14,SAP,EXPENSE,APAC_LEDGER
PAY-6422,c2384bf2-7bfb-42db-996c-340fbb60c9c9,BankTransfer,2024-12-17T00:00:00,344.81,286.44,58.37,PAID,C001,2025-04-17,GBP,ITEM-6422,CC200,400000,JNL-GREEN,DR,50,PC03,2247.18,These control action that above capital.,0.0,2247.18,2025,2024-11-05,0.983,B,2024-10-14,SAP,TRAVEL,APAC_LEDGER
PAY-6423,c2456d69-7d9c-4005-96cc-190e0581b7ef,BankTransfer,2024-12-01T00:00:00,1229.11,1158.68,70.43,PAID,C001,2024-10-21,INR,ITEM-6423,CC100,500000,JNL-AUTHORITY,KR,50,PC03,4296.63,Director like seem which.,4296.63,0.0,2025,2025-08-02,0.8758,B,2024-09-19,CONCUR,PURCHASE,APAC_LEDGER
PAY-6424,c24904d6-b4d1-4808-9bd7-7a7046fe32aa,CorporateCardSettlement,2025-05-20T00:00:00,1369.95,1116.97,252.98,PAID,C001,2025-08-10,INR,ITEM-6424,CC300,500000,JNL-LET,SA,50,PC01,3990.92,Half many recognize.,0.0,3990.92,2025,2024-10-20,1.113,C,2024-10-14,SAP,TRAVEL,CORP_LEDGER
PAY-6425,c252cc38-8989-4888-9883-a105400cca1c,CorporateCardSettlement,2023-10-13T00:00:00,1278.8,1255.85,22.95,PAID,C003,2024-09-20,INR,ITEM-6425,CC200,400000,JNL-UNDER,SA,40,PC03,1349.48,Everyone left road before common travel.,1349.48,0.0,2025,2025-09-08,1.1132,C,2024-10-16,WORKDAY,EXPENSE,CORP_LEDGER
PAY-6426,c252e36a-fdbd-4193-8fb7-6bc3ba48454b,CorporateCardSettlement,2024-02-20T00:00:00,578.28,473.76,104.52,PAID,C002,2024-12-23,GBP,ITEM-6426,CC200,600000,JNL-THOUGH,DR,40,PC03,69.82,Production north inside.,0.0,69.82,2025,2024-10-03,1.1213,C,2025-07-10,SAP,TRAVEL,APAC_LEDGER
PAY-6427,c254c57d-c676-40e1-b224-9d5573a53898,CorporateCardSettlement,2025-06-05T00:00:00,1398.09,1201.4,196.69,PAID,C003,2025-07-10,INR,ITEM-6427,CC200,600000,JNL-RESOURCE,SA,50,PC01,3142.03,Carry where system hot woman she.,3142.03,0.0,2025,2025-08-07,1.3426,M,2025-08-24,SAP,TRAVEL,CORP_LEDGER
PAY-6428,c2569d86-9d86-4140-b153-6d45c41011dc,ExpenseReimbursement,2025-02-10T00:00:00,549.69,454.42,95.27,PAID,C001,2025-02-22,USD,ITEM-6428,CC200,400000,JNL-NORTH,KR,40,PC01,4260.42,Leader least where book bar.,0.0,4260.42,2025,2024-11-28,0.71,B,2025-04-24,CONCUR,PURCHASE,APAC_LEDGER
PAY-6429,c2598dbe-ef3b-4a98-b8fe-b4cf00b2d478,BankTransfer,2025-02-08T00:00:00,1151.87,957.77,194.1,PAID,C002,2025-08-12,INR,ITEM-6429,CC100,500000,JNL-INTERESTING,KR,40,PC02,195.28,Seat entire service to seem.,195.28,0.0,2025,2025-02-22,1.0693,B,2025-01-15,WORKDAY,TRAVEL,APAC_LEDGER
PAY-6430,c2642381-2d46-42f0-b505-7667a3c04a6f,BankTransfer,2025-07-14T00:00:00,1301.07,1263.53,37.54,PAID,C001,2025-07-07,INR,ITEM-6430,CC100,600000,JNL-TRAVEL,DR,50,PC02,1083.84,Public from side company into strategy shoulder.,0.0,1083.84,2025,2025-07-31,1.245,C,2025-05-17,CONCUR,EXPENSE,CORP_LEDGER
PAY-6431,c26aaf14-a6b1-41d2-aae8-1883c7d486be,ExpenseReimbursement,2024-10-14T00:00:00,645.9,564.96,80.94,PAID,C003,2024-11-05,GBP,ITEM-6431,CC100,600000,JNL-JOB,KR,40,PC03,4582.66,Economy would book live successful remember may list.,4582.66,0.0,2025,2025-06-27,0.9847,C,2024-10-08,SAP,TRAVEL,APAC_LEDGER
PAY-6432,c26c966a-a91d-4090-ada6-6257ebcf3db0,CorporateCardSettlement,2023-12-19T00:00:00,969.47,838.27,131.2,PAID,C003,2025-05-11,USD,ITEM-6432,CC100,500000,JNL-STORY,DR,50,PC03,808.4,Interview project same group public soldier.,0.0,808.4,2025,2025-01-21,0.8069,C,2024-11-19,CONCUR,PURCHASE,CORP_LEDGER
PAY-6433,c271908a-4348-4fff-8975-d9d7cc6f26c3,ExpenseReimbursement,2024-11-02T00:00:00,276.54,240.82,35.72,PAID,C001,2025-07-15,USD,ITEM-6433,CC300,400000,JNL-LAUGH,KR,40,PC03,3399.59,Claim drop floor house.,3399.59,0.0,2025,2025-05-31,0.7491,B,2024-10-07,SAP,TRAVEL,APAC_LEDGER
PAY-6434,c27aa8e3-2b85-4ec3-a631-c9d6e97498f2,BankTransfer,2025-06-22T00:00:00,1478.88,1335.42,143.46,PAID,C002,2025-01-30,USD,ITEM-6434,CC300,400000,JNL-AGREE,DR,50,PC01,1395.06,Stage do sign business onto statement pull.,0.0,1395.06,2025,2025-07-07,0.9918,B,2025-03-26,WORKDAY,TRAVEL,APAC_LEDGER
PAY-6435,c27d96c5-9939-43f7-b79e-6165bd3e551d,BankTransfer,2024-05-24T00:00:00,229.41,184.04,45.37,PAID,C002,2025-03-09,INR,ITEM-6435,CC200,600000,JNL-ALTHOUGH,KR,50,PC01,3305.45,Night push place increase standard quite successful future.,3305.45,0.0,2025,2025-08-17,1.3009,M,2025-06-11,SAP,TRAVEL,APAC_LEDGER
PAY-6436,c2877bcb-9d89-4638-bc91-10612e7d76d0,BankTransfer,2024-08-05T00:00:00,611.83,581.12,30.71,PAID,C002,2025-07-31,GBP,ITEM-6436,CC300,600000,JNL-ONTO,KR,50,PC03,404.66,Quite memory color air.,0.0,404.66,2025,2024-12-31,1.1827,C,2025-03-26,WORKDAY,PURCHASE,APAC_LEDGER
PAY-6437,c289db7b-b055-463a-bfd5-89900c5f50f0,CorporateCardSettlement,2024-01-02T00:00:00,1142.48,889.9,252.58,PAID,C002,2025-04-21,EUR,ITEM-6437,CC300,400000,JNL-EVERYBODY,KR,40,PC02,4172.19,Table lay ever threat.,4172.19,0.0,2025,2025-02-22,1.1866,B,2025-01-02,CONCUR,EXPENSE,CORP_LEDGER
PAY-6438,c2903389-c95d-4e5e-b111-7fd95fb0354b,BankTransfer,2024-07-02T00:00:00,318.58,297.73,20.85,PAID,C002,2024-10-18,EUR,ITEM-6438,CC100,500000,JNL-ALREADY,SA,50,PC01,1563.09,Food center cost.,0.0,1563.09,2025,2025-06-25,0.7898,B,2025-03-19,SAP,EXPENSE,APAC_LEDGER
PAY-6439,c2969236-8702-406d-8c6e-b2b0669d1b4c,CorporateCardSettlement,2024-04-09T00:00:00,1385.84,1313.13,72.71,PAID,C001,2024-11-02,INR,ITEM-6439,CC300,400000,JNL-MIDDLE,KR,40,PC02,2601.3,Certain much peace raise news road.,2601.3,0.0,2025,2025-07-31,0.9644,M,2025-07-24,CONCUR,EXPENSE,APAC_LEDGER
PAY-6440,c2aeb385-8880-4bf7-b32a-2dd5d93a6855,CorporateCardSettlement,2025-02-28T00:00:00,212.19,195.86,16.33,PAID,C002,2024-12-31,EUR,ITEM-6440,CC200,400000,JNL-CARE,DR,40,PC01,2773.03,Become two billion buy camera term.,0.0,2773.03,2025,2025-07-18,1.4252,C,2025-05-19,SAP,EXPENSE,CORP_LEDGER
PAY-6441,c2b3410f-0670-448e-b1e3-b981bec63815,CorporateCardSettlement,2024-05-18T00:00:00,493.77,371.69,122.08,PAID,C001,2025-05-07,USD,ITEM-6441,CC200,400000,JNL-OUR,KR,40,PC02,4034.53,Eye sense return.,4034.53,0.0,2025,2025-09-09,1.1571,B,2025-04-09,CONCUR,PURCHASE,CORP_LEDGER
PAY-6442,c2b47a27-4b73-41a0-987a-a841f8c875fe,CorporateCardSettlement,2024-02-28T00:00:00,618.28,501.38,116.9,PAID,C002,2025-06-22,USD,ITEM-6442,CC200,500000,JNL-EXIST,KR,50,PC03,709.03,Money some though century.,0.0,709.03,2025,2024-12-30,1.2405,C,2025-09-05,SAP,PURCHASE,APAC_LEDGER
PAY-6443,c2b79532-b33c-4af6-b8d8-f13b0ee70b12,BankTransfer,2024-02-04T00:00:00,907.64,703.27,204.37,PAID,C001,2025-03-11,USD,ITEM-6443,CC100,600000,JNL-WEIGHT,SA,50,PC02,3393.61,Dark tax unit country.,3393.61,0.0,2025,2024-10-25,0.8211,B,2025-02-02,SAP,EXPENSE,APAC_LEDGER
PAY-6444,c2bb949c-18bd-4d17-b223-d264bdd83312,BankTransfer,2024-10-26T00:00:00,1278.93,1265.68,13.25,PAID,C002,2025-04-07,INR,ITEM-6444,CC300,600000,JNL-SO,DR,40,PC03,4834.8,Can better court thought away stand.,0.0,4834.8,2025,2025-03-04,0.759,B,2025-01-21,SAP,EXPENSE,APAC_LEDGER
PAY-6445,c2bf7334-ad3a-4942-8279-d85680d175aa,ExpenseReimbursement,2023-12-07T00:00:00,95.62,84.39,11.23,PAID,C001,2025-08-03,USD,ITEM-6445,CC300,600000,JNL-COMPARE,KR,40,PC01,2246.85,Poor power culture.,2246.85,0.0,2025,2025-03-22,1.1871,M,2025-01-06,WORKDAY,PURCHASE,APAC_LEDGER
PAY-6446,c2c6203d-e823-4b13-9452-84d9b5faa84f,BankTransfer,2024-12-14T00:00:00,440.67,382.68,57.99,PAID,C001,2025-08-05,USD,ITEM-6446,CC200,500000,JNL-EASY,SA,50,PC01,986.23,Support certain region voice financial remember.,0.0,986.23,2025,2025-05-24,1.1725,M,2024-11-09,CONCUR,TRAVEL,APAC_LEDGER
PAY-6447,c2d0e334-f40f-45f7-b5a1-17843992faea,ExpenseReimbursement,2023-12-03T00:00:00,495.53,422.29,73.24,PAID,C002,2025-03-14,USD,ITEM-6447,CC100,500000,JNL-REAL,DR,50,PC02,639.78,Carry hand former him someone seem test.,639.78,0.0,2025,2024-10-25,0.7163,C,2025-06-06,SAP,TRAVEL,APAC_LEDGER
PAY-6448,c2d0f8b2-9f44-4a7d-943e-0fc2c62f9aa7,ExpenseReimbursement,2024-09-30T00:00:00,1007.98,848.12,159.86,PAID,C003,2025-06-02,EUR,ITEM-6448,CC300,400000,JNL-PAGE,SA,40,PC03,3879.16,Degree save air three production.,0.0,3879.16,2025,2025-08-28,0.8119,C,2025-05-14,CONCUR,TRAVEL,APAC_LEDGER
PAY-6449,c2d67d4a-fe64-4276-b6eb-fb9e4ebce7c3,ExpenseReimbursement,2024-03-09T00:00:00,79.16,62.59,16.57,PAID,C002,2024-11-26,INR,ITEM-6449,CC200,600000,JNL-ENOUGH,DR,50,PC03,2141.39,Cup provide service time.,2141.39,0.0,2025,2025-06-28,0.9139,M,2025-01-11,CONCUR,EXPENSE,CORP_LEDGER
PAY-6450,c2da1154-35f7-433c-a7b2-83a0dcf85ff8,CorporateCardSettlement,2023-12-29T00:00:00,1396.92,1064.62,332.3,PAID,C003,2025-03-18,USD,ITEM-6450,CC300,400000,JNL-MOTHER,KR,50,PC02,1476.43,Produce nice decade draw price son.,0.0,1476.43,2025,2024-11-11,1.4556,C,2024-11-30,SAP,PURCHASE,APAC_LEDGER
PAY-6451,c2e20e74-d0b0-48bf-8e89-52d772109b0f,BankTransfer,2024-06-11T00:00:00,1201.54,1069.83,131.71,PAID,C003,2025-02-11,GBP,ITEM-6451,CC300,400000,JNL-REVEAL,DR,40,PC03,3543.47,Control ago go school end any.,3543.47,0.0,2025,2025-04-07,1.2073,M,2024-10-31,CONCUR,TRAVEL,APAC_LEDGER
PAY-6452,c2e789ab-652f-4db2-962a-9f6e4706141f,ExpenseReimbursement,2024-07-07T00:00:00,619.79,476.95,142.84,PAID,C003,2025-01-09,USD,ITEM-6452,CC300,600000,JNL-COUNTRY,DR,40,PC01,2192.42,Choice size doctor former.,0.0,2192.42,2025,2025-02-25,0.7551,C,2024-12-28,WORKDAY,TRAVEL,CORP_LEDGER
PAY-6453,c2ecee28-3ef6-417b-a0d5-e1c6e78e4239,CorporateCardSettlement,2024-04-16T00:00:00,25.87,21.16,4.71,PAID,C001,2024-10-18,INR,ITEM-6453,CC200,600000,JNL-AUDIENCE,DR,40,PC02,3647.78,Take his ever produce everything.,3647.78,0.0,2025,2025-08-31,1.3836,B,2025-07-27,SAP,EXPENSE,CORP_LEDGER
PAY-6454,c2edd834-ec9a-4390-b12d-bcbd7ed7092f,BankTransfer,2025-03-10T00:00:00,718.08,682.51,35.57,PAID,C001,2024-11-17,USD,ITEM-6454,CC100,500000,JNL-MEET,DR,50,PC01,3719.63,Better itself yourself poor soldier hundred.,0.0,3719.63,2025,2025-05-23,0.7309,C,2024-12-17,WORKDAY,TRAVEL,CORP_LEDGER
PAY-6455,c2f67e9a-276f-4f85-85f9-00489772baf0,CorporateCardSettlement,2025-05-14T00:00:00,422.3,372.7,49.6,PAID,C001,2025-07-20,INR,ITEM-6455,CC300,500000,JNL-POOR,DR,40,PC03,1253.39,Today figure themselves close author.,1253.39,0.0,2025,2024-10-24,0.9784,B,2025-04-24,SAP,TRAVEL,APAC_LEDGER
PAY-6456,c2fa5016-2fbe-424e-8c11-719497ca947b,ExpenseReimbursement,2023-11-22T00:00:00,735.87,653.12,82.75,PAID,C002,2025-01-15,USD,ITEM-6456,CC100,400000,JNL-FOUR,KR,50,PC02,4742.15,Now coach marriage challenge once long government.,0.0,4742.15,2025,2025-07-25,1.4011,C,2025-03-03,CONCUR,TRAVEL,CORP_LEDGER
PAY-6457,c301afff-e007-453e-ab2d-f205106e6f85,CorporateCardSettlement,2024-03-04T00:00:00,788.87,738.3,50.57,PAID,C001,2025-02-17,EUR,ITEM-6457,CC300,500000,JNL-CIVIL,DR,40,PC02,1086.32,Feeling into population concern our floor music him.,1086.32,0.0,2025,2024-11-30,0.8358,B,2025-02-01,CONCUR,EXPENSE,APAC_LEDGER
PAY-6458,c302a0c4-5a7b-46ab-9146-1afdea3b638d,ExpenseReimbursement,2024-07-20T00:00:00,1436.2,1275.17,161.03,PAID,C002,2025-08-22,GBP,ITEM-6458,CC100,600000,JNL-AUDIENCE,DR,40,PC01,1690.46,Newspaper fly whatever involve natural.,0.0,1690.46,2025,2025-01-06,1.1874,M,2025-08-17,WORKDAY,PURCHASE,APAC_LEDGER
PAY-6459,c309c78d-8d20-4e52-933f-becea2d4c1f3,CorporateCardSettlement,2025-02-01T00:00:00,581.43,508.89,72.54,PAID,C002,2025-01-20,GBP,ITEM-6459,CC300,500000,JNL-LIKELY,SA,40,PC02,691.67,Team consider interesting agency.,691.67,0.0,2025,2025-05-17,1.4254,B,2024-12-18,SAP,TRAVEL,CORP_LEDGER
PAY-6460,c30b5bd0-5d69-4054-b967-3fefdb3e19cc,CorporateCardSettlement,2025-03-01T00:00:00,1485.39,1176.76,308.63,PAID,C001,2024-12-12,EUR,ITEM-6460,CC300,500000,JNL-NOW,DR,40,PC01,1622.63,Just attack technology increase.,0.0,1622.63,2025,2025-01-06,0.8022,B,2024-10-14,CONCUR,EXPENSE,APAC_LEDGER
PAY-6461,c310c22f-e1aa-4f09-97e1-7e605b87b19d,BankTransfer,2024-06-13T00:00:00,151.08,141.06,10.02,PAID,C002,2025-03-29,EUR,ITEM-6461,CC300,500000,JNL-FAR,SA,50,PC02,1436.69,Know at human able.,1436.69,0.0,2025,2024-11-04,0.982,C,2025-08-10,CONCUR,TRAVEL,CORP_LEDGER
PAY-6462,c311cf87-4a42-4609-aa1b-51c4ed2bed58,BankTransfer,2023-12-18T00:00:00,402.55,331.35,71.2,PAID,C001,2025-04-30,USD,ITEM-6462,CC100,600000,JNL-COMMUNITY,SA,50,PC02,384.19,Cultural agent world evening on require pull.,0.0,384.19,2025,2025-01-04,1.1266,B,2025-06-04,CONCUR,TRAVEL,APAC_LEDGER
PAY-6463,c315214f-5952-4453-98e4-fe7daf15d252,ExpenseReimbursement,2025-09-16T00:00:00,1350.34,1340.28,10.06,PAID,C001,2025-05-25,GBP,ITEM-6463,CC300,500000,JNL-SECOND,DR,40,PC02,851.96,Full trade court yes down.,851.96,0.0,2025,2024-09-21,1.0221,B,2024-10-14,SAP,EXPENSE,CORP_LEDGER
PAY-6464,c315d0dc-9b3f-4681-ac3b-6823d99fa374,CorporateCardSettlement,2025-05-15T00:00:00,1111.01,944.52,166.49,PAID,C001,2024-11-16,GBP,ITEM-6464,CC100,400000,JNL-PERHAPS,KR,50,PC03,1305.13,Base fight authority.,0.0,1305.13,2025,2025-03-10,0.8052,M,2025-05-31,WORKDAY,TRAVEL,CORP_LEDGER
PAY-6465,c32ef3b2-285f-4076-8057-985b2e5024e3,CorporateCardSettlement,2025-08-12T00:00:00,809.87,627.87,182.0,PAID,C003,2025-05-20,INR,ITEM-6465,CC300,500000,JNL-OFFICER,KR,40,PC02,775.03,Nature him hotel may current play away environmental.,775.03,0.0,2025,2025-06-01,0.7297,M,2024-11-20,CONCUR,EXPENSE,CORP_LEDGER
PAY-6466,c33039c0-f372-41ac-a440-c4bf7fe917a0,ExpenseReimbursement,2025-10-05T00:00:00,821.24,799.45,21.79,PAID,C003,2025-09-04,INR,ITEM-6466,CC200,400000,JNL-BLUE,KR,40,PC03,2454.53,Trip source beautiful throughout pick light.,0.0,2454.53,2025,2024-10-07,1.098,B,2025-02-28,SAP,EXPENSE,CORP_LEDGER
PAY-6467,c33c6bf5-58fe-4343-92f0-b367418d88d2,ExpenseReimbursement,2025-08-09T00:00:00,583.62,472.06,111.56,PAID,C003,2025-08-29,EUR,ITEM-6467,CC100,400000,JNL-SITUATION,KR,40,PC03,2259.1,Risk chance enough real also ago decision firm.,2259.1,0.0,2025,2025-07-17,0.7165,B,2025-06-22,CONCUR,PURCHASE,APAC_LEDGER
PAY-6468,c33c774c-ed85-40e5-bba9-d2f3aeb86382,ExpenseReimbursement,2023-12-16T00:00:00,727.92,555.06,172.86,PAID,C001,2025-03-25,INR,ITEM-6468,CC300,600000,JNL-ABOVE,KR,50,PC03,822.95,Bag analysis player bad risk remember world.,0.0,822.95,2025,2025-08-25,0.8959,M,2025-03-30,WORKDAY,EXPENSE,CORP_LEDGER
PAY-6469,c34c6233-4a00-4aec-afde-2c5428ae2c29,ExpenseReimbursement,2025-03-03T00:00:00,1279.09,1069.67,209.42,PAID,C002,2025-04-04,EUR,ITEM-6469,CC300,500000,JNL-RIGHT,DR,50,PC01,220.33,Investment weight treat hot her.,220.33,0.0,2025,2025-03-22,1.1623,C,2025-07-05,SAP,EXPENSE,APAC_LEDGER
